,Class,Service A,Service B,Decision,Reason,Model
7886,FlinkClass948,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass2, FlinkClass7, FlinkClass23, FlinkClass28, FlinkClass29",B,Inferred from raw text output due to JSON parsing failure.,phi
7887,FlinkClass991,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass8, FlinkClass10, FlinkClass11, FlinkClass18, FlinkClass20",B,It does not handle customer data.,phi
7888,FlinkClass1001,"FlinkClass0, FlinkClass6, FlinkClass12, FlinkClass13, FlinkClass16","FlinkClass8, FlinkClass10, FlinkClass11, FlinkClass18, FlinkClass20",B,"FlinkClass1001 is not in Service A's list of classes, but it is in Service B's list.",phi
7889,FlinkClass2182,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass2, FlinkClass7, FlinkClass23, FlinkClass28, FlinkClass29",B,FlinkClass2182 is not in the list of classes for Service A or B.,phi
7890,FlinkClass890,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass2, FlinkClass7, FlinkClass23, FlinkClass28, FlinkClass29",B,FlinkClass890 is not in Service A or B.,phi
7891,FlinkClass899,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass8, FlinkClass10, FlinkClass11, FlinkClass18, FlinkClass20",B,FlinkClass899 is not in Service A's list of classes.,phi
7892,FlinkClass915,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass2, FlinkClass7, FlinkClass23, FlinkClass28, FlinkClass29",B,"FlinkClass915 is a subclass of FlinkClass2, which belongs to Service B.",phi
7893,FlinkClass2170,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass2, FlinkClass7, FlinkClass23, FlinkClass28, FlinkClass29",B,FlinkClass2170 is not in Service A's list of classes.,phi
7894,FlinkClass895,"FlinkClass0, FlinkClass6, FlinkClass12, FlinkClass13, FlinkClass16","FlinkClass8, FlinkClass10, FlinkClass11, FlinkClass18, FlinkClass20",B,FlinkClass895 is not in the list of classes for Service A or B.,phi
7895,FlinkClass851,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass2, FlinkClass7, FlinkClass23, FlinkClass28, FlinkClass29",B,Inferred from raw text output due to JSON parsing failure.,phi
7896,FlinkClass850,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass2, FlinkClass7, FlinkClass23, FlinkClass28, FlinkClass29",B,FlinkClass850 is not in the list of classes for Service A.,phi
7897,FlinkClass2081,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass0, FlinkClass6, FlinkClass12, FlinkClass13, FlinkClass16",B,FlinkClass2081 is not in Service A's list of classes.,phi
7898,FlinkClass1012,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass8, FlinkClass10, FlinkClass11, FlinkClass18, FlinkClass20",B,FlinkClass1012 is not in Service A or Service B.,phi
7899,FlinkClass810,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass1, FlinkClass4, FlinkClass5, FlinkClass9, FlinkClass15",B,"FlinkClass810 is a specialized class that can only be used for API-level data transformation. It does not have any internal runtime components, which means it belongs to Service B.",phi
7900,FlinkClass805,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass0, FlinkClass6, FlinkClass12, FlinkClass13, FlinkClass16",B,FlinkClass805 is not in the list of classes for Service A. It belongs to Service B.,phi
7901,FlinkClass735,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass8, FlinkClass10, FlinkClass11, FlinkClass18, FlinkClass20",B,FlinkClass735 is not in Service A or Service B.,phi
7902,FlinkClass2150,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass1, FlinkClass4, FlinkClass5, FlinkClass9, FlinkClass15",B,"FlinkClass2150 is not in Service A's class list, but it is in Service B's class list.",phi
7903,FlinkClass2097,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass8, FlinkClass10, FlinkClass11, FlinkClass18, FlinkClass20",B,FlinkClass2097 is not in Service A or B.,phi
7904,FlinkClass178,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass0, FlinkClass6, FlinkClass12, FlinkClass13, FlinkClass16",B,"FlinkClass178 is not in Service A's class list, but it is in Service B's class list.",phi
7905,FlinkClass179,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass0, FlinkClass6, FlinkClass12, FlinkClass13, FlinkClass16",B,"FlinkClass179 is a subclass of FlinkClass0, which belongs to Service B.",phi
7906,FlinkClass204,"FlinkClass3, FlinkClass14, FlinkClass26, FlinkClass31, FlinkClass36","FlinkClass1, FlinkClass4, FlinkClass5, FlinkClass9, FlinkClass15",B,FlinkClass204 is not in Service A's list of classes. It belongs to Service B.,phi
7907,FlinkClass1307,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,"FlinkClass1307 is a subclass of FlinkClass15, which belongs to Service B.",phi
7908,FlinkClass1021,"FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,FlinkClass1021 is not in Service A or B.,phi
7909,FlinkClass282,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,FlinkClass282 is not in the list of classes for Service A. It belongs to Service B.,phi
7910,FlinkClass1011,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,"FlinkClass1011 is a subclass of FlinkClass4, which belongs to Service B.",phi
7911,FlinkClass1012,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,"FlinkClass1012 is a subclass of FlinkClass5, which belongs to Service B.",phi
7912,FlinkClass2107,"FlinkClass2, FlinkClass4, FlinkClass5, FlinkClass11, FlinkClass15","FlinkClass6, FlinkClass17, FlinkClass19, FlinkClass22, FlinkClass29",B,FlinkClass2107 is not in Service A or Service B.,phi
7913,FlinkClass451,"FlinkClass6, FlinkClass17, FlinkClass19, FlinkClass22, FlinkClass29","FlinkClass2, FlinkClass4, FlinkClass5, FlinkClass11, FlinkClass15",B,it is an API-level transformation logic,phi
7914,FlinkClass1038,"FlinkClass2, FlinkClass4, FlinkClass5, FlinkClass11, FlinkClass15","FlinkClass1, FlinkClass8, FlinkClass9, FlinkClass10, FlinkClass14",B,FlinkClass1038 does not exist in Service B.,phi
7915,FlinkClass494,"FlinkClass6, FlinkClass17, FlinkClass19, FlinkClass22, FlinkClass29","FlinkClass16, FlinkClass31, FlinkClass32, FlinkClass33, FlinkClass38",B,"FlinkClass494 is not in Service A's class list, but it is in Service B's class list.",phi
7916,FlinkClass106,"FlinkClass16, FlinkClass31, FlinkClass32, FlinkClass33, FlinkClass38","FlinkClass6, FlinkClass17, FlinkClass19, FlinkClass22, FlinkClass29",B,FlinkClass106 is not in the list of classes for Service A or B.,phi
7917,FlinkClass1005,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,"FlinkClass1005 is not in the list of classes for Service A, but it is in the list of classes for Service B.",phi
7918,FlinkClass853,"FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,FlinkClass853 is not present in Service A or Service B.,phi
7919,FlinkClass1276,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,FlinkClass1276 is not in Service A's list of classes.,phi
7920,FlinkClass1278,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,It does not handle customer data.,phi
7921,FlinkClass1283,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,FlinkClass1283 is not in either Service A or Service B.,phi
7922,FlinkClass917,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,FlinkClass917 is not in Service A's list of classes.,phi
7923,FlinkClass1955,"FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,FlinkClass1955,phi
7924,FlinkClass839,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17",B,FlinkClass839 is not in Service A's list of classes. It belongs to Service B.,phi
7925,FlinkClass838,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,FlinkClass838 is not in the list of classes for Service A. It belongs to Service B.,phi
7926,FlinkClass1067,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,FlinkClass1067 is not in Service A or Service B.,phi
7927,FlinkClass980,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,FlinkClass980 is not in the list of classes for Service A.,phi
7928,FlinkClass967,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,FlinkClass967 is not in Service A's class list.,phi
7929,FlinkClass985,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,FlinkClass985,phi
7930,FlinkClass348,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,FlinkClass348 is not in Service A's list of classes.,phi
7931,FlinkClass1112,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,"FlinkClass1112 is not in Service A's class list, but it is in Service B's class list.",phi
7932,FlinkClass1400,"FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20",B,"FlinkClass140 is a subclass of FlinkClass2, which belongs to Service B.",phi
7933,FlinkClass1820,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,"FlinkClass18210 is a subclass of FlinkClass20, which belongs to Service B.",phi
7934,FlinkClass2200,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,"FlinkClass2200 is a subclass of FlinkClass6, which belongs to Service B.",phi
7935,FlinkClass326,"FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,"FlinkClass326 is a subclass of FlinkClass15, which belongs to Service B.",phi
7936,FlinkClass315,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20",B,"FlinkClass315 is a subclass of FlinkClass2, which belongs to Service B.",phi
7937,FlinkClass247,"FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass36","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,FlinkClass247 is not in the list of classes for Service A. It belongs to Service B.,phi
7938,FlinkClass268,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,"FlinkClass268 is a subclass of FlinkClass2, which belongs to Service B.",phi
7939,FlinkClass571,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,"FlinkClass571 is a subclass of FlinkClass31, which belongs to Service B.",phi
7940,FlinkClass558,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,"FlinkClass558 is a subclass of FlinkClass11, which belongs to Service B.",phi
7941,FlinkClass533,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,"FlinkClass533 is not in Service A's class list, but it is in Service B's class list.",phi
7942,FlinkClass927,"FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,FlinkClass927 is not in Service A's list of classes.,phi
7943,FlinkClass935,"FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20",B,FlinkClass935 is not in the list of classes for Service A.,phi
7944,FlinkClass934,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,FlinkClass934 is not in Service A or Service B.,phi
7945,FlinkClass932,"FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,"FlinkClass932 is a subclass of FlinkClass9, which belongs to Service B.",phi
7946,FlinkClass937,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,"FlinkClass937 is a subclass of FlinkClass10, which belongs to Service B.",phi
7947,FlinkClass2138,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20",B,FlinkClass2138,phi
7948,FlinkClass928,"FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,FlinkClass928 is not in the list of classes for Service A.,phi
7949,FlinkClass884,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,"FlinkClass884 is a subclass of FlinkClass11, which belongs to Service B.",phi
7950,FlinkClass885,"FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,FlinkClass885 is not in Service A or B. It belongs to a new service.,phi
7951,FlinkClass2004,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,"FlinkClass2004 is not in Service A's list of classes, but it is in Service B's list.",phi
7952,FlinkClass934,"FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20",B,FlinkClass934 is not in Service A or B.,phi
7953,FlinkClass764,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20",B,"FlinkClass764 is not in Service A's list of classes, but it is in Service B's list.",phi
7954,FlinkClass834,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass19, FlinkClass20","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass21",B,FlinkClass834 is not in Service A's list of classes.,phi
7955,FlinkClass835,"FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23","FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17",B,It does not handle customer data.,phi
7956,FlinkClass2097,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,"It is an API-level transformation logic, which belongs to Service B.",phi
7957,FlinkClass898,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,FlinkClass898 is not in Service A or Service B. It belongs to a different service.,phi
7958,FlinkClass841,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,FlinkClass841 is not in Service A's list of classes.,phi
7959,FlinkClass840,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,"FlinkClass840 is a subclass of FlinkClass11, which belongs to Service B.",phi
7960,FlinkClass837,"FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,"FlinkClass837 is a subclass of FlinkClass30, which belongs to Service B.",phi
7961,FlinkClass2180,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass36",B,FlinkClass2180 is not in Service A or Service B.,phi
7962,FlinkClass1025,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,FlinkClass102 is not in Service A or B. It belongs to a new service.,phi
7963,FlinkClass762,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass36",B,FlinkClass762 is not in the list of classes for Service A or B.,phi
7964,FlinkClass711,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass36",B,FlinkClass711 is not in Service A or B.,phi
7965,FlinkClass660,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19",B,"FlinkClass660 is a subclass of FlinkClass2, which belongs to Service B.",phi
7966,FlinkClass2157,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,It does not handle customer data.,phi
7967,FlinkClass2132,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass11, FlinkClass12, FlinkClass30, FlinkClass31, FlinkClass37",B,FlinkClass2132 is not in Service A or Service B.,phi
7968,FlinkClass18,"FlinkClass2, FlinkClass5, FlinkClass8, FlinkClass18, FlinkClass19","FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17",B,"FlinkClass18 is a subclass of FlinkClass19, which belongs to Service B.",phi
7969,FlinkClass21,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass4, FlinkClass7, FlinkClass14, FlinkClass15, FlinkClass36",B,"FlinkClass21 is a subclass of FlinkClass4, which belongs to Service B.",phi
7970,FlinkClass35,"FlinkClass0, FlinkClass1, FlinkClass3, FlinkClass16, FlinkClass17","FlinkClass6, FlinkClass9, FlinkClass10, FlinkClass13, FlinkClass23",B,"FlinkClass35 is a subclass of FlinkClass6, which belongs to Service B.",phi
